City,Country code,timezone,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,UV Index,Wind Speed,Local Time,UTC Time
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.0,1022,94,15.9,0.6,1.0,2023-01-04T07:00:00,2023-01-04T00:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,0.0,1022,83,17.4,0.8,1.0,2023-01-04T08:00:00,2023-01-04T01:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,83,0.0,1023,74,18.9,1.2,1.0,2023-01-04T09:00:00,2023-01-04T02:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1023,66,20.4,2.1,1.0,2023-01-04T10:00:00,2023-01-04T03:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,91,0.0,1022,63,20.4,2.0,1.0,2023-01-04T11:00:00,2023-01-04T04:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,95,0.0,1021,61,20.4,2.8,1.0,2023-01-04T12:00:00,2023-01-04T05:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1020,59,20.4,3.4,1.0,2023-01-04T13:00:00,2023-01-04T06:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1020,61,20.3,2.4,1.0,2023-01-04T14:00:00,2023-01-04T07:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1019,63,20.1,2.2,1.0,2023-01-04T15:00:00,2023-01-04T08:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1019,66,20.0,1.9,1.0,2023-01-04T16:00:00,2023-01-04T09:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1019,69,19.7,1.7,1.0,2023-01-04T17:00:00,2023-01-04T10:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1020,73,19.3,0.0,1.0,2023-01-04T18:00:00,2023-01-04T11:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1020,77,19.0,0.0,1.0,2023-01-04T19:00:00,2023-01-04T12:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1021,79,18.8,0.0,0.66,2023-01-04T20:00:00,2023-01-04T13:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1021,81,18.6,0.0,0.33,2023-01-04T21:00:00,2023-01-04T14:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1022,83,18.4,0.0,1.6,2023-01-04T22:00:00,2023-01-04T15:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1022,84,18.3,0.0,2.0,2023-01-04T23:00:00,2023-01-04T16:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1022,86,18.1,0.0,2.0,2023-01-05T00:00:00,2023-01-04T17:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1021,87,18.0,0.0,1.6,2023-01-05T01:00:00,2023-01-04T18:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1021,86,17.9,0.0,0.66,2023-01-05T02:00:00,2023-01-04T19:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1021,85,17.8,0.0,1.33,2023-01-05T03:00:00,2023-01-04T20:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1020,84,17.7,0.0,2.0,2023-01-05T04:00:00,2023-01-04T21:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,95,0.0,1021,86,17.6,0.0,1.66,2023-01-05T05:00:00,2023-01-04T22:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,91,0.0,1022,87,17.4,0.0,1.33,2023-01-05T06:00:00,2023-01-04T23:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1022,88,17.3,0.7,1.0,2023-01-05T07:00:00,2023-01-05T00:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,91,0.0,1023,84,18.1,0.8,1.0,2023-01-05T08:00:00,2023-01-05T01:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,95,0.0,1023,80,19.0,1.0,1.0,2023-01-05T09:00:00,2023-01-05T02:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1024,77,19.8,1.4,1.0,2023-01-05T10:00:00,2023-01-05T03:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1023,74,20.1,1.8,1.0,2023-01-05T11:00:00,2023-01-05T04:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1022,71,20.5,2.0,1.0,2023-01-05T12:00:00,2023-01-05T05:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1021,69,20.8,1.9,1.0,2023-01-05T13:00:00,2023-01-05T06:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1021,68,21.0,1.5,0.66,2023-01-05T14:00:00,2023-01-05T07:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1020,67,21.2,1.1,0.33,2023-01-05T15:00:00,2023-01-05T08:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1020,66,21.4,0.8,1.6,2023-01-05T16:00:00,2023-01-05T09:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1020,69,21.0,0.8,1.2,2023-01-05T17:00:00,2023-01-05T10:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1021,72,20.6,0.0,1.6,2023-01-05T18:00:00,2023-01-05T11:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1021,75,20.2,0.0,2.0,2023-01-05T19:00:00,2023-01-05T12:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1022,78,19.8,0.0,2.0,2023-01-05T20:00:00,2023-01-05T13:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1023,82,19.4,0.0,1.6,2023-01-05T21:00:00,2023-01-05T14:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1023,85,19.0,0.0,1.6,2023-01-05T22:00:00,2023-01-05T15:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1023,83,19.1,0.0,1.2,2023-01-05T23:00:00,2023-01-05T16:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1023,80,19.1,0.0,1.6,2023-01-06T00:00:00,2023-01-05T17:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1023,78,19.2,0.0,2.0,2023-01-06T01:00:00,2023-01-05T18:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1023,77,19.1,0.0,0.66,2023-01-06T02:00:00,2023-01-05T19:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1023,77,18.9,0.0,1.33,2023-01-06T03:00:00,2023-01-05T20:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1023,76,18.8,0.0,2.0,2023-01-06T04:00:00,2023-01-05T21:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1023,75,18.7,0.0,1.66,2023-01-06T05:00:00,2023-01-05T22:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1024,75,18.7,0.0,1.33,2023-01-06T06:00:00,2023-01-05T23:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1024,74,18.6,0.8,1.0,2023-01-06T07:00:00,2023-01-06T00:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1025,69,19.2,1.7,1.33,2023-01-06T08:00:00,2023-01-06T01:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1026,64,19.8,2.5,1.66,2023-01-06T09:00:00,2023-01-06T02:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,0.0,1026,60,20.4,4.1,2.0,2023-01-06T10:00:00,2023-01-06T03:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,16,0.0,1025,52,21.5,5.2,2.66,2023-01-06T11:00:00,2023-01-06T04:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,7,0.0,1024,46,22.7,6.1,3.33,2023-01-06T12:00:00,2023-01-06T05:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,7,0.0,1023,40,23.8,5.7,4.0,2023-01-06T13:00:00,2023-01-06T06:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,4,0.0,1022,40,23.7,4.7,3.66,2023-01-06T14:00:00,2023-01-06T07:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,33,0.0,1022,39,23.7,2.6,3.33,2023-01-06T15:00:00,2023-01-06T08:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,14,0.0,1021,39,23.6,2.2,3.0,2023-01-06T16:00:00,2023-01-06T09:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,7,0.0,1021,41,22.5,1.9,3.0,2023-01-06T17:00:00,2023-01-06T10:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,11,0.0,1022,44,21.5,0.0,3.0,2023-01-06T18:00:00,2023-01-06T11:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,13,0.0,1023,47,20.4,0.0,3.0,2023-01-06T19:00:00,2023-01-06T12:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,7,0.0,1023,47,19.7,0.0,3.0,2023-01-06T20:00:00,2023-01-06T13:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,3,0.0,1024,47,19.1,0.0,3.0,2023-01-06T21:00:00,2023-01-06T14:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,0,0.0,1024,48,18.4,0.0,3.0,2023-01-06T22:00:00,2023-01-06T15:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,0,0.0,1024,50,17.8,0.0,2.33,2023-01-06T23:00:00,2023-01-06T16:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,0,1.5,1023,52,17.1,0.0,1.66,2023-01-07T00:00:00,2023-01-06T17:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,0,2.75,1023,54,16.5,0.0,1.0,2023-01-07T01:00:00,2023-01-06T18:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,0,2.0,1022,59,16.1,0.0,1.0,2023-01-07T02:00:00,2023-01-06T19:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,1,1.0,1022,64,15.7,0.0,1.0,2023-01-07T03:00:00,2023-01-06T20:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,3,0.5,1021,70,15.3,0.0,1.0,2023-01-07T04:00:00,2023-01-06T21:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,8,0.0,1021,69,15.6,0.0,1.0,2023-01-07T05:00:00,2023-01-06T22:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,28,0.0,1021,68,15.9,0.0,1.0,2023-01-07T06:00:00,2023-01-06T23:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.0,1021,68,16.2,1.5,1.0,2023-01-07T07:00:00,2023-01-07T00:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,0.0,1022,65,17.3,1.1,1.0,2023-01-07T08:00:00,2023-01-07T01:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,83,0.0,1022,62,18.3,1.5,1.0,2023-01-07T09:00:00,2023-01-07T02:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1022,59,19.4,1.8,1.0,2023-01-07T10:00:00,2023-01-07T03:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1021,53,20.1,4.5,1.33,2023-01-07T11:00:00,2023-01-07T04:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1020,46,20.8,5.4,1.66,2023-01-07T12:00:00,2023-01-07T05:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1018,41,21.5,4.9,2.0,2023-01-07T13:00:00,2023-01-07T06:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1018,41,21.8,3.5,1.66,2023-01-07T14:00:00,2023-01-07T07:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1017,42,22.0,2.4,1.33,2023-01-07T15:00:00,2023-01-07T08:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1016,42,22.3,1.4,1.0,2023-01-07T16:00:00,2023-01-07T09:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1017,46,21.3,1.3,0.66,2023-01-07T17:00:00,2023-01-07T10:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1017,50,20.4,0.0,0.33,2023-01-07T18:00:00,2023-01-07T11:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1017,54,19.4,0.0,1.6,2023-01-07T19:00:00,2023-01-07T12:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,83,0.0,1017,59,18.8,0.0,0.33,2023-01-07T20:00:00,2023-01-07T13:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,0.0,1018,64,18.3,0.0,0.66,2023-01-07T21:00:00,2023-01-07T14:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.5,1018,70,17.7,0.0,1.0,2023-01-07T22:00:00,2023-01-07T15:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,72,0.25,1018,75,16.8,0.0,1.0,2023-01-07T23:00:00,2023-01-07T16:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,70,0.5,1018,81,16.0,0.0,1.0,2023-01-08T00:00:00,2023-01-07T17:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,68,1.0,1018,87,15.1,0.0,1.0,2023-01-08T01:00:00,2023-01-07T18:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,66,0.5,1018,87,15.4,0.0,0.66,2023-01-08T02:00:00,2023-01-07T19:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,64,0.5,1017,87,15.7,0.0,0.33,2023-01-08T03:00:00,2023-01-07T20:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1017,86,16.0,0.0,0.8,2023-01-08T04:00:00,2023-01-07T21:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,50,0.0,1018,86,16.2,0.0,0.33,2023-01-08T05:00:00,2023-01-07T22:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,37,0.0,1018,85,16.4,0.0,0.66,2023-01-08T06:00:00,2023-01-07T23:00:00
